article_id,periodical,periodical_label,issue_id,year,language,article_type,review_strategy,family,code,confidence,evidence_quote,evidence_quote_words,target,target_words,rationale,rationale_words
1986-05-17-right-el-peso-de-una-localidad-cantaor,candil,Candil,1986-05,1986,es,article,full,COMM,COMM_02,high,"Alcalá tiene un público entendido y respetuoso... sepa escuchar, y a la vez que escucha sepa discernir, digerir y saber lo que escucha",23,el público flamenco de Alcalá,5,"The local audience is presented as knowledgeable and able to judge flamenco, granting community-based authority.",16
1986-05-17-right-el-peso-de-una-localidad-cantaor,candil,Candil,1986-05,1986,es,article,full,AUTH,AUTH_03,medium,"en Alcalá siempre ha existido una buena escuela de cante, cuyos alumnos muy aventajados...",14,la escuela cantaora de Alcalá,5,The article grounds Alcalá's present flamenco weight in a continuing local school and lineage of singers.,17
1986-05-17-right-el-peso-de-una-localidad-cantaor,candil,Candil,1986-05,1986,es,article,full,CRIT,CRIT_03,medium,Alcalá de Guadaira tiene un gran peso específico en el ámbito del cante flamenco... Alcalá... causa un respeto imponente,19,Alcalá de Guadaira as a cante locality,7,The locality is elevated within the hierarchy of flamenco places through claims of weight and imposing respect.,17
1986-05-18-left-m-s-sobre-el-ni-o-de-alcal-y-el-,candil,Candil,1986-05,1986,es,article,head_tail_windows,COMM,COMM_01,medium,puede inducir a equivocación a todo aficionado poco adentrado en estos temas,12,less initiated aficionados interpreting cantaor names,6,The passage distinguishes less knowledgeable aficionados from those sufficiently initiated to interpret the issue correctly.,15
1986-05-18-left-m-s-sobre-el-ni-o-de-alcal-y-el-,candil,Candil,1986-05,1986,es,article,head_tail_windows,CRIT,CRIT_04,medium,"los que nos dedicamos a investigar la vida de los artistas... nunca nos presentaremos, a sabiendas, a ofrecer a nuestros lectores versiones que vayan en contra de la verdad",29,researchers writing artists' biographies,4,The author positions biographical investigators as responsible expert mediators whose authority depends on truthful versions.,15
1986-05-19-left-un-adi-s-a-manolo-heras,candil,Candil,1986-05,1986,es,article,full,CRIT,CRIT_01,medium,"Entre tanto, medio mundo supo de su buen hacer",9,Manolo Heras's flamenco artistry,5,The obituary explicitly evaluates Heras's artistic work as recognized for its quality.,13
1986-05-19-right-los-fandanguillos-de-huelva,candil,Candil,1986-05,1986,es,article,full,AUTH,AUTH_02,high,Ningún artista foráneo —repito— podrá interpretarlo en su más prístina pureza por muy buen cantaor que sea,17,foráneo interpretations of Huelva fandanguillo,5,The article draws a purity boundary around who can faithfully and properly interpret Huelva fandanguillo.,15
1986-05-19-right-los-fandanguillos-de-huelva,candil,Candil,1986-05,1986,es,article,full,COMM,COMM_01,high,el artista tiene que haber nacido y haberse criado en cualquier pueblo de los enumerados,15,artists authorized to sing Huelva fandanguillo,6,Birth and upbringing inside the listed Huelva towns are made conditions for legitimate knowledge and performance.,16
1986-05-19-right-los-fandanguillos-de-huelva,candil,Candil,1986-05,1986,es,article,full,CRIT,CRIT_02,high,"ambos se tutean en los escenarios, porque los dos son parejos en grandeza, flamenquismo y «jondura»",16,Huelva fandanguillos and Málaga fandangos,5,"The passage applies aesthetic criteria of greatness, flamenquismo, and jondura to judge the cantes as equal in value.",18
1986-05-19-right-los-fandanguillos-de-huelva,candil,Candil,1986-05,1986,es,article,full,AUTH,AUTH_03,medium,"en Huelva tienen sus cantes propios... tienen sus cantes propios, Alosno... Valverde y Cabezas Rubias",15,Huelva's local cantes,4,The article grounds flamenco value in local origin and rooted repertoire specific to Huelva towns.,15
1986-05-20-left-hablan-las-pe-as-concurso-de-can,candil,Candil,1986-05,1986,es,article,full,PED,PED_03,high,"La Tertulia se preocupa de estudiar los cantes, tono por tono, con todo el rigor y seriedad que nuestro arte merece",21,Tertulia Flamenca de Badalona's study of cantes,8,The tertulia is framed as an organized setting for rigorous study and mediation of flamenco knowledge.,16
1986-05-20-left-hablan-las-pe-as-concurso-de-can,candil,Candil,1986-05,1986,es,article,full,CRIT,CRIT_01,high,"la elevada calidad de los mencionados cantaores... Manolo Simón, vino, cantó, se entregó y convenció",15,the local singers and Manolo Simón,6,The passage explicitly evaluates the quality and success of the performances.,11
1986-05-20-left-hablan-las-pe-as-concurso-de-can,candil,Candil,1986-05,1986,es,article,full,AUTH,AUTH_02,medium,"un cantaor, con sonidos del Torre, de los Agujetas y Chocolate, la más pura y rancia escuela jerezana",18,Manolo Simón and the Jerez school,6,The singer is legitimized through association with a pure and old Jerez school of flamenco sound.,16
1986-05-20-left-hablan-las-pe-as-concurso-de-can,candil,Candil,1986-05,1986,es,article,full,CRIT,CRIT_03,medium,han sido designados Presidente de Honor... y Director Honorario... en atención a los méritos que en los mismos concurren por su brillante actividad,23,Anselmo González Climent and Fosforito,5,"Honorary titles are conferred on named figures because of their intellectual and artistic merits, creating an institutional hierarchy of prestige.",20
1986-05-23-right-xiv-congreso-nacional-de-activid,candil,Candil,1986-05,1986,es,article,full,CRIT,CRIT_04,high,"esa refrescante corriente de opinión que esclarece conceptos y alerta sobre desviacionismos, cosa muy frecuente en el flamenco",18,el Congreso Flamenco y sus debates conceptuales,7,The congress is framed as an authoritative critical forum that clarifies concepts and polices deviations in flamenco.,17
1986-05-23-right-xiv-congreso-nacional-de-activid,candil,Candil,1986-05,1986,es,article,full,AUTH,AUTH_02,high,Lo que sí tenemos que conservar es la pureza de los aficionados... porque el cante seguirá siendo puro mientras no se malogren sus aficionados.,24,la pureza del cante y de los aficionados,8,The passage explicitly links proper flamenco to the preservation of purity and warns against its deterioration.,16
1986-05-23-right-xiv-congreso-nacional-de-activid,candil,Candil,1986-05,1986,es,article,full,COMM,COMM_02,medium,el cante seguirá siendo puro mientras no se malogren sus aficionados,11,los aficionados flamencos,3,Aficionados are treated as the community whose condition sustains the purity and legitimacy of flamenco song.,16
1986-07-3-right-editorial,candil,Candil,1986-07,1986,es,editorial,full,CRIT,CRIT_03,high,una de las figuras sin duda más relevantes de la lírica y el teatro en el presente siglo,18,Federico García Lorca,3,The passage canonizes Lorca through high-status ranking as a major literary figure of the century.,16
1986-07-3-right-editorial,candil,Candil,1986-07,1986,es,editorial,full,AUTH,AUTH_02,high,iniciaron su dignificación... por la vía de cernerlo de otras espúreas manifestaciones,12,flamenco separated from spurious manifestations,5,"The editorial frames flamenco's dignity as requiring separation from spurious or degraded manifestations, drawing a legitimacy boundary.",18
1986-07-3-right-editorial,candil,Candil,1986-07,1986,es,editorial,full,CRIT,CRIT_04,high,"Algunos puristas, encorsetadores de cualquier manifestación de arte... señalan... con acento peyorativo, a García Lorca, y sus coetáneos.",18,purist criticism of Lorca and the Generation of 27,9,The editorial critiques purist gatekeeping and contests their authority to delegitimize Lorca's flamenco engagement.,15
1986-07-9-right-vida-y-cante-de-don-antonio-chac,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_01,high,"Porque el estudio de José Blas Vega es una obra de trinchera, de las que toman partido; libro perfectamente documentado, empapado de las esencias chaconianas, pero beato; libro hagiográfico para cantarle al santo",33,José Blas Vega's book on Antonio Chacón,8,"The reviewer explicitly evaluates the book's documentation and polemical, hagiographic stance.",12
1986-07-9-right-vida-y-cante-de-don-antonio-chac,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_03,high,"El, prácticamente en este cante fue su revolucionador, su jerarquizador, su mejor intérprete, su divulgador y su creador genial",19,Antonio Chacón's status in malagueñas and related cante history,10,The quoted claim canonizes Chacón through superlative ranking and assigns him foundational creative authority.,14
1986-07-9-right-vida-y-cante-de-don-antonio-chac,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_04,high,el autor se mete en el intrincado mundo de los análisis e interpretaciones del mundo flamenco... rompe con gracia e inteligencia una certera lanza en favor del desacreditado mundo del teatro flamenco,32,Blas Vega's expert reinterpretation of flamenco historiography and theatre flamenco,11,The passage presents scholarly-critical interpretation as an authoritative intervention in contested flamenco boundaries and reputations.,16
1986-07-10-right-informe-sobre-el-xiv-congreso-na,candil,Candil,1986-07,1986,es,article,head_tail_windows,PED,PED_03,high,"un concepto nuevo, una teoría contraria a nuestras convicciones o una noticia o dato sorprendente e insospechado que nos viene como anillo al dedo para desarrollar nuestra formación y cumplimentar nuestro aprendizaje",32,the flamenco congress as a learning forum,7,The congress is framed as an institutional setting that gives participants access to knowledge and develops flamenco learning.,18
1986-07-10-right-informe-sobre-el-xiv-congreso-na,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_04,high,"algunas ponencias, puntuales y complejas, sean encargadas a especialistas que, en base a sus trabajos de investigación, puedan ofrecer garantias plenas",21,specialist-authored congress papers,4,The article grants authority to specialists and research-based expertise as a guarantee for serious flamenco discourse.,17
1986-07-10-right-informe-sobre-el-xiv-congreso-na,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_01,medium,"En nombre de nuestro Arte Flamenco, gracias, muchas gracias.",9,participants and organizers serving flamenco through the congress,8,"The closing evaluates the named participants positively for their service to flamenco, though the excerpt is partly truncated.",18
1986-07-13-right-juan-carmona-habichuela,candil,Candil,1986-07,1986,es,article,head_tail_windows,PED,PED_02,high,Ese fue el que me enseñó a tocar la guitarra. Así empecé y hasta ahora.,15,Juan Carmona Habichuela's guitar formation through Juan El Ovejilla,10,The interview grounds Habichuela's flamenco guitar knowledge in personal apprenticeship with an older guitarist.,15
1986-07-13-right-juan-carmona-habichuela,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_02,high,"pero luego no dice ná y el público dice: ¡Qué fuelle tiene ese tío! ¡Qué fuerza! Pero ¿y la calidad, dónde la dejamos? ¿Y el gusto? ¿Y el flamenco?",29,festival performance judged by force versus quality and taste,9,"The passage applies aesthetic criteria such as quality, taste, and flamenco substance against mere force or display.",17
1986-07-13-right-juan-carmona-habichuela,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_01,medium,"ese tocaor serio y de reconocido talento, Juan Carmona, «Habichuela»",10,Juan Carmona Habichuela,3,The interviewer explicitly evaluates Habichuela as a serious and talented guitarist.,11
1986-07-16-right-un-curso-de-flamenco-para-ense-a,candil,Candil,1986-07,1986,es,article,full,PED,PED_03,high,llevar el Flamenco a nuestras escuelas e institutos,8,school and institute access to flamenco education in Andalucía,9,The passage explicitly frames flamenco knowledge as entering formal educational institutions through a course for teachers.,16
1986-07-16-right-un-curso-de-flamenco-para-ense-a,candil,Candil,1986-07,1986,es,article,full,PED,PED_01,high,"la preparación de estos futuros profesores-animadores de Flamenco había de superar un doble reto: conseguir que llegaran a conocer y, sobre todo, a «sentir» estos cantes",27,future flamenco teachers and the course pedagogy,7,The course legitimates teachers as mediators of flamenco knowledge and defines what they must know and feel in order to teach.,21
1986-07-16-right-un-curso-de-flamenco-para-ense-a,candil,Candil,1986-07,1986,es,article,full,AUTH,AUTH_01,medium,"propiciar unas vivencias auténticas... con la verdad desnuda del cante, con un recital en directo",15,direct recital-based experience of cante,6,The article presents live cante experience as the genuine way to grasp flamenco beyond printed curriculum.,16
1986-07-16-right-un-curso-de-flamenco-para-ense-a,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_01,medium,Calixto Sánchez ha sabido dar lo que no es posible encontrar en ningún libro: el comentario esclarecedor inmediato a la ejecución magistral de cualquier tercio de cualquier cante,28,Calixto Sánchez's teaching and performance in the course,9,The passage explicitly praises Sánchez's explanatory and performative quality as exemplary within the course.,15
1986-07-17-right-carta-abierta-a-cr-ticas-cerrada,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_02,high,Yo no niego... la naturaleza imprescindible del compás como sostén estructural del contenido musical... nunca la resolución total,18,compás as an aesthetic criterion for cante,7,"The author defines compás as necessary but insufficient, explicitly debating the criteria by which cante should be judged.",18
1986-07-17-right-carta-abierta-a-cr-ticas-cerrada,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_04,medium,"repetir por sistema lo que oyeron sin reparar inteligentemente en ninguna posibilidad analítica, continuar rutinariamente la defensa ciega de unos principios anquilosados",22,critics or commentators who reduce cante to inherited formulas about compás,11,The passage criticizes a closed critical discourse and claims analytic authority against routine formulaic judgments.,15
1986-07-17-right-carta-abierta-a-cr-ticas-cerrada,candil,Candil,1986-07,1986,es,article,head_tail_windows,AUTH,AUTH_01,medium,los verdaderos cantaores que se enfrentan con el Cante por derecho y con respeto,14,true cantaores and proper engagement with cante,7,The author invokes true singers and proper respectful performance as a standard of legitimate cante.,15
1986-07-19-left-porrina-de-badajoz-cantaor-extre,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_03,high,el reconocimiento de Porrina de Badajoz como artista genial en su tierra natal,13,Porrina de Badajoz,3,The text canonizes Porrina by seeking public recognition of him as a genial artist in his home region.,18
1986-07-19-left-porrina-de-badajoz-cantaor-extre,candil,Candil,1986-07,1986,es,article,head_tail_windows,HERIT,HERIT_02,high,"culminará con la ubicación de un busto del cantaor en su ciudad natal, Badajoz",14,public commemoration of Porrina de Badajoz,6,A formal bust in the singer's birthplace functions as institutional/public recognition of cultural value.,16
1986-07-19-left-porrina-de-badajoz-cantaor-extre,candil,Candil,1986-07,1986,es,article,head_tail_windows,COMM,COMM_04,medium,"«Gitano y de Badajoz», definición que con toda probabilidad llevará debajo de su nombre en el monumento",17,Porrina's gitano and Badajoz identity,6,The proposed monument inscription makes ethnic and local identity central to how the singer is represented and remembered.,18
1986-07-19-left-porrina-de-badajoz-cantaor-extre,candil,Candil,1986-07,1986,es,article,head_tail_windows,CRIT,CRIT_01,medium,"grandes figuras del espectáculo flamenco... oscurecidos con la llegada de la moderna etapa flamenca de los festivales y que merecen, cuando menos, nuestra atención",24,Porrina and other older spectacle flamenco figures,7,The article evaluates a neglected generation of artists as deserving renewed attention for their artistic value.,16
1986-07-21-right-fosforito-o-la-personalidad,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_03,high,"Antonio Fernández Díaz, la actual cabeza rectora del Cante",9,Fosforito / Antonio Fernández Díaz,4,The phrase places Fosforito at the top of a hierarchy as the current guiding figure of cante.,17
1986-07-21-right-fosforito-o-la-personalidad,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_01,high,"su sentido del deber, de su profesionalidad entendida y sentida vocacionalmente, ha hecho a lo largo de su vida una permanente autoexigencia",22,Fosforito's professional conduct,4,The article explicitly evaluates Fosforito's professional ethics and self-discipline as exemplary artistic qualities.,15
1986-07-21-right-fosforito-o-la-personalidad,candil,Candil,1986-07,1986,es,article,full,AUTH,AUTH_01,medium,"conformando, entre otros rasgos que se dan en el artista... la adquisición del título de Maestro",16,Fosforito's status as Maestro,5,"The passage legitimates Fosforito's title of Maestro through vocation, responsibility, and artistic-professional qualities.",15
1986-07-22-left-hablan-las-penas,candil,Candil,1986-07,1986,es,article,full,AUTH,AUTH_01,high,Esta es la verdadera esencia del flamenco.,7,Rosario López's and Carlos Cruz's freer cante in the Peña week,13,"The passage explicitly defines the praised performance as the true essence of flamenco, authorizing it as genuinely flamenco.",18
1986-07-22-left-hablan-las-penas,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_01,high,Dicha Semana resultó un completo éxito tanto artístico como de asistencia de socios y público invitado.,16,Semana de Estudios Flamencos at the Peña Flamenca de Jaén,10,The article makes an explicit evaluative judgment of the event's artistic and attendance success.,15
1986-07-22-left-hablan-las-penas,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_03,high,"Nosotros pensamos que pocos, muy pocos cantaores hay en el panorama flamenco que canten por este palo como lo hace Carlos Cruz.",22,Carlos Cruz's singing by Siguiriyas,6,"The writer ranks Carlos Cruz against the broader flamenco field, constructing a hierarchy of excellence for this palo.",18
1986-07-22-right-buzon-flamenco,candil,Candil,1986-07,1986,es,article,full,HERIT,HERIT_03,high,"una siguiriya olvidada y, por lo tanto, ignorada por la inmensa mayoría de los aficionados y artistas flamencos actuales... ha vuelto a ver la luz",25,the forgotten siguiriya sung by Antonio de Alora,8,The passage frames the cante as a forgotten cultural practice being recovered and returned to public flamenco knowledge.,18
1986-07-22-right-buzon-flamenco,candil,Candil,1986-07,1986,es,article,full,PED,PED_02,medium,"este cante se lo enseñó alguien a Juan Villodres, y a Juan Villodres se lo escuchó Manuel Avila, y según tiene entendido es de Los Caganchos",26,the transmission history of the siguiriya,6,"The writer traces the cante through teaching, listening, and attribution to a lineage, using oral transmission to ground its authority.",20
1986-07-22-right-buzon-flamenco,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_01,high,"El jurado, en esta ocasión, no ha sido muy sensible al juzgar este cante... una mención sí creo que le podrían haber dado",23,the Córdoba contest jury's treatment of the siguiriya,9,The passage evaluates the jury's judgment and argues that the cante deserved at least recognition.,16
1986-07-23-left-d-iscografia-flamenca,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_01,high,"En una puntuación máxima de 10, a este disco le atribuiríamos un 7.",13,El Pele's album 'La Fuente de lo Jondo',9,The review explicitly grades the recording and evaluates its successes and shortcomings.,12
1986-07-23-left-d-iscografia-flamenca,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_02,high,"unas seguirias de excelente factura y enriquecidas con la voz flamenquísima de El Pele, tan rica en melismas",18,El Pele's seguiriyas and vocal performance,7,"The reviewer applies aesthetic criteria such as facture, flamenco vocal quality, melisma, compás, sobriedad, and quejío to judge quality.",19
1986-07-23-left-d-iscografia-flamenca,candil,Candil,1986-07,1986,es,article,full,CRIT,CRIT_03,high,la figura más destacada en la inacabable nómina de cantaores de la tierra califal,14,El Pele among Córdoba singers,5,"The text elevates El Pele within a local hierarchy of singers, constructing exemplary status.",14
1986-09-3-right-editorial,candil,Candil,1986-09,1986,es,editorial,full,AUTH,AUTH_01,high,no puede ser artista sin hacer de su arte la causa primera de su salario,15,the definition of a true flamenco artist versus a professional,10,The editorial contests the idea that professional status defines real artistic legitimacy in flamenco.,14
1986-09-3-right-editorial,candil,Candil,1986-09,1986,es,editorial,full,CRIT,CRIT_02,high,"El arte es un atributo de los dioses, un singular modo de captar la realidad.",15,flamenco artistry as distinct from professional oficio,7,"The passage defines aesthetic value through inspiration, duende, subjectivity, and artistic perception rather than economic professionalism.",16
1986-09-3-right-editorial,candil,Candil,1986-09,1986,es,editorial,full,CRIT,CRIT_03,high,"personajes como «El Loco Mateo», «La Serneta», Manolito María, Juan Talegas y muchos más que sin ser profesionales, han pasado a la historia como incommensuables artistas",26,non-professional historical flamenco artists,5,The editorial canonizes named figures as historically important artists despite their lack of professional status.,15
1986-09-4-right-reflexiones-sobre-la-voz-y-la-co,candil,Candil,1986-09,1986,es,article,head_tail_windows,PED,PED_02,high,"el flamenco es una forma de expresión artística de índole oral-cantado, que privilegia las modalidades de la voz frente a la mera dimensión textual de la copla",28,la copla flamenca cantada,4,The passage frames flamenco meaning as orally and vocally embodied rather than merely textual.,14
1986-09-4-right-reflexiones-sobre-la-voz-y-la-co,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_04,medium,Recordemos lo que dijo Demó-filo... es imposible juzgarlas bien no oyéndolas cantar,13,critical methods for judging flamenco coplas,6,Demófilo is invoked as an authoritative expert voice to police how flamenco poetry should be judged.,16
1986-09-4-right-reflexiones-sobre-la-voz-y-la-co,candil,Candil,1986-09,1986,es,article,head_tail_windows,AUTH,AUTH_01,medium,"la copla, cuando nace, verdaderamente real y espontánea, nace ella misma cantándose",12,the sung flamenco copla,4,The quoted claim attributes genuineness and spontaneity to the copla as something born in song.,15
1986-09-6-right-consideraciones-en-torno-al-flam,candil,Candil,1986-09,1986,es,article,full,PED,PED_02,high,"donde te va a juzgar el oído de la sabiduría mientras la voz de la intransigencia va a corregirte, aconsejarte y bautizarte",22,the narrator's initiation into flamenco singing,7,"Flamenco learning is presented as embodied, oral correction and initiation by knowledgeable listeners.",13
1986-09-6-right-consideraciones-en-torno-al-flam,candil,Candil,1986-09,1986,es,article,full,AUTH,AUTH_03,high,"nacer flamenco o para el Flamenco, crecer en la tierra del Flamenco e ir encontrándolo día a día en tu propia casa, por los rincones de alguna taberna, en la troupe pueblerina, en el campo y en tu voz",39,natural paths into flamenco,4,"The passage grounds flamenco authority in rooted local continuity, birthplace, home, tavern, countryside, and voice.",15
1986-09-6-right-consideraciones-en-torno-al-flam,candil,Candil,1986-09,1986,es,article,full,COMM,COMM_02,medium,te va a juzgar el oído de la sabiduría mientras la voz de la intransigencia va a corregirte,18,community judgment of emerging flamenco practice,6,"A socially recognized listening community is positioned as able to judge, correct, and authorize flamenco belonging.",16
1986-09-8-right-el-concepto-de-justicia-en-el-pr,candil,Candil,1986-09,1986,es,article,head_tail_windows,COMM,COMM_04,high,no pretendemos con ello aludir a que sea precisamente este grupo humano el único que ha padecido en sus carnes la amarga experiencia de la injusticia,26,Gitano and broader Andalusian social groups in relation to cante,10,The passage explicitly frames flamenco through ethnic and social group identity while contesting exclusive group ownership of suffering and cante.,20
1986-09-8-right-el-concepto-de-justicia-en-el-pr,candil,Candil,1986-09,1986,es,article,head_tail_windows,HERIT,HERIT_01,high,"el cante en sus orígenes es patrimonio andaluz, una comunidad formada por etnias muy diversas",15,the origins and ownership of cante,6,Cante is framed as Andalusian patrimony belonging to a diverse collective community.,12
1986-09-8-right-el-concepto-de-justicia-en-el-pr,candil,Candil,1986-09,1986,es,article,head_tail_windows,AUTH,AUTH_03,medium,tenemos suficientemente claro que el cante en sus orígenes es patrimonio andaluz,12,the origins of cante,4,"The passage uses an origin claim to authorize an Andalusian, rather than exclusively Gitano, understanding of cante.",17
1986-09-12-right-aunque-no-quepa-en-el-papel,candil,Candil,1986-09,1986,es,article,head_tail_windows,HERIT,HERIT_03,high,"incansables aficionados y estudiosos, que nos prestan el servicio impagable de transmitirnos sus vivencias",14,memory and transmission of flamenco history,6,The passage frames flamenco memory as something preserved and transmitted through lived testimony and research.,15
1986-09-12-right-aunque-no-quepa-en-el-papel,candil,Candil,1986-09,1986,es,article,head_tail_windows,COMM,COMM_02,high,"un nutrido grupo de incansables aficionados y estudiosos... nos están legando el goteo parsimonioso, de sus vivencias",17,aficionados and scholars as preservers of flamenco knowledge,8,Aficionados and scholars are positioned as socially authoritative transmitters of flamenco memory and knowledge.,14
1986-09-12-right-aunque-no-quepa-en-el-papel,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_04,medium,una especie de diccionario de autoridades en las que Arrebola apoya todas y cada una de las opiniones,18,expert authorities used to support flamenco interpretation,7,The review explicitly identifies a chain of authorities used to legitimate critical opinions about flamenco topics.,16
1986-09-13-right-artistas-flamencos-en-ceuta,candil,Candil,1986-09,1986,es,article,full,COMM,COMM_04,high,"«Mi tesis es esta: de no haber existido el pueblo gitano, no tendríamos cante flamenco».",15,Arrebola's gitano-andaluz thesis about the origins of cante flamenco,11,The passage frames flamenco origins through an identity group claim in which the pueblo gitano becomes constitutive of cante flamenco.,20
1986-09-13-right-artistas-flamencos-en-ceuta,candil,Candil,1986-09,1986,es,article,full,CRIT,CRIT_04,medium,apoyado en estudios anteriores y a los que se suma la inexcusable valía de la práctica profesional del cante,19,Arrebola's book and its basis of authority,8,The review legitimates the book's claims through prior scholarship and the author's practical professional knowledge of cante.,19
1986-09-13-right-artistas-flamencos-en-ceuta,candil,Candil,1986-09,1986,es,article,full,CRIT,CRIT_03,high,constituyen el glorioso —y para nosotros imparangonable— trío de bailaores gitanos de casta,13,"El Gato, Paco Laberinto, and Antonio Farruco",7,The article constructs a hierarchy by elevating these artists as an unmatched canonical trio of gitano dancers.,17
1986-09-14-right-enrique-orozco,candil,Candil,1986-09,1986,es,article,head_tail_windows,PED,PED_02,medium,yo me iba detrás de él de taberna en taberna para escuchar los discos; de esta forma me aficioné al cante,21,Enrique Orozco's early formation as an aficionado,8,"The passage frames his entry into cante as a listening-based, informal learning process outside formal instruction.",17
1986-09-14-right-enrique-orozco,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_04,high,"hay algunos críticos que saben muy poco, no saben ni de nombres ni de cantes",15,newspaper critics who misidentified Orozco and his malagueña,8,The speaker directly challenges the competence and authority of critics to identify artists and cantes correctly.,16
1986-09-17-right-la-mayor-a-se-pronunci-por-chano,candil,Candil,1986-09,1986,es,article,full,CRIT,CRIT_02,high,"tomó como módulos principales ... la pureza, la profesionalidad y la constancia a lo largo de una trayectoria artística; la revitalización de estilos en desuso; la puesta al día de matices cantaores",31,criteria for the III Distinción «Compás del Cante»,8,The article explicitly names aesthetic and professional criteria used to define flamenco merit for the award.,16
1986-09-17-right-la-mayor-a-se-pronunci-por-chano,candil,Candil,1986-09,1986,es,article,full,CRIT,CRIT_04,high,Acto seguido se pasó a una interesante y nutritiva exposición argumental sobre el voto expresado en primer lugar.,18,the award jury's deliberative authority,6,The passage foregrounds expert jurors explaining and justifying their votes as an authoritative critical process.,15
1986-09-17-right-la-mayor-a-se-pronunci-por-chano,candil,Candil,1986-09,1986,es,article,full,CRIT,CRIT_03,high,"arrojaron el siguiente resultado de mayor a menor: Chano Lobato, José Menese y José el de la Tomasa",18,"Chano Lobato, José Menese, and José el de la Tomasa",10,The voting process ranks artists and creates a hierarchy of distinction among finalists.,13
1986-09-18-right-los-de-la-tercera-edad-en-catalu,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_01,high,"estuvo magistral derrochando arte, duende y maestría",7,Manolo Brenes's guitar solo and interpretation of «Ecos de Semana Santa»,12,"The passage explicitly praises the performance as magistral and full of artistry, duende, and mastery.",15
1986-09-18-right-los-de-la-tercera-edad-en-catalu,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_02,high,"cuando empezó por siguirias parecía como si una voz, con un quejío desgarrador, como saeta que se clava en el corazón",21,Manolo Brenes's flamenco interpretation,5,"The review applies flamenco aesthetic criteria such as duende, maestría, siguiriyas, quejío, and emotional force to judge the performance.",19
1986-09-19-right-discograf-a-flamenca,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_04,high,"unos artistas de cuarenta y ocho horas y pico, que pretenden «evolucionar» este arte... «jóvenes valores» carentes de afición y conocimientos, para los que su principal y único objetivo es ganar dinero",32,jóvenes valores y flamencólogos que promueven una evolución comercializada sin conocimiento,11,The passage uses expert critical voice to police the boundary between serious flamenco knowledge and commercially motivated novelty.,18
1986-09-19-right-discograf-a-flamenca,candil,Candil,1986-09,1986,es,article,head_tail_windows,AUTH,AUTH_03,high,"pedimos encarecidamente la reedición de reliquias magistrales correspondientes a la década de los cincuenta, sesenta y setenta... primero conocer, ahondar en lo legado; después aprender",25,reedition and study of older flamenco recordings,7,"The passage grounds legitimate future flamenco practice in knowing, preserving, and learning from inherited recordings and past masters.",18
1986-09-19-right-discograf-a-flamenca,candil,Candil,1986-09,1986,es,article,head_tail_windows,CRIT,CRIT_02,high,la demanda imperante de pureza cantaora... Buen gusto y melodiosidad... deja constancia del compás... le imprime quejío y fuerza,19,discographic performances and cante quality,5,"The review applies aesthetic criteria such as purity, buen gusto, compás, quejío, and force to judge flamenco value.",18
1986-09-22-left-buz-n-y-noticiario-flamenco,candil,Candil,1986-09,1986,es,article,full,CRIT,CRIT_04,medium,"No estaría mal que el señor director de esta revista dedicara, con su preclara pluma, un editorial a los «plagiarios»",20,the magazine editor as an authoritative public critic of plagiarism,10,The letter asks an editorial authority to publicly judge and police improper conduct in flamenco writing.,16
1986-09-22-left-buz-n-y-noticiario-flamenco,candil,Candil,1986-09,1986,es,article,full,HERIT,HERIT_02,medium,La Asesoría de Actividades Flamencas de la Consejería de Cultura nos informa que su propósito de confeccionar un Censo de Cantaores Profesionales y Semiprofesionales y Aspirantes,26,official census of flamenco performers,5,An official cultural body is presented as identifying and recognizing flamenco practitioners through an institutional mechanism.,16
