article_id,periodical,periodical_label,title,issue_id,year,language,article_type,review_text_chars,review_strategy,n_trigger_windows,retrieval_hint_codes,packet_id,packet_article_position,no_relevant_discourse,insufficient_context,n_codes,n_possible,code_families_emitted,codes_emitted,legitimation_effect_present,polarity,basis_tags,n_basis_tags,derived_target,exclusion_boundary_present,right_to_define_present,annotation_notes,annotation_notes_words,source_result_file
1987-07-4-right-danzas-de-ida-y-vuelta,candil,Candil,Díálogos musicales ultramarinos (I): Danzas de ida y vuelta,1987-07,1987,es,article,4287,head_tail_windows,1,HERIT_02,chat_packet_155,1,False,False,3,1,AUTH|HERIT|PED,AUTH_03|HERIT_03|PED_02,True,legitimating,tradition|heritage|pedagogy,3,danzas y músicas de ida y vuelta,False,False,Truncated article; coding limited to visible historical and transmission claims.,10,chat_packet_155_results.json
1987-07-7-right-l-evenement-du-jeudi,candil,Candil,L'evenement du jeudi,1987-07,1987,es,article,2669,head_tail_windows,1,CRIT_03,chat_packet_155,2,False,False,4,1,AUTH|COMM|CRIT|HERIT,AUTH_04|COMM_03|CRIT_03|HERIT_03,True,mixed,criticism|community|heritage|authenticity,4,Camarón and contemporary flamenco as living communal culture,False,False,The excerpt contains contested views on openness: dispersal/denaturalization versus vitality.,11,chat_packet_155_results.json
1987-07-9-left-pena-padre,candil,Candil,Cantaor «Pena Padre»,1987-07,1987,es,article,4352,full,0,,chat_packet_155,3,False,False,3,1,AUTH|CRIT|PED,AUTH_03|CRIT_03|PED_02,True,legitimating,pedagogy|criticism|tradition,3,Pena Padre and local malagueña tradition,False,False,,0,chat_packet_155_results.json
1987-07-9-right-adios-andr-s-segovia,candil,Candil,"¡Adiós, Andrés Segovia!",1987-07,1987,es,article,2876,head_tail_windows,1,COMM_04,chat_packet_155,4,False,False,2,2,CRIT,CRIT_01|CRIT_03,True,legitimating,criticism,1,Andrés Segovia,False,False,"The article concerns classical guitar more than flamenco, but the visible text clearly canonizes the guitarist.",16,chat_packet_155_results.json
1987-07-11-right-pierre-loujys-el-flamenco-como-e,candil,Candil,Pierre Loïs: El flamenco como espacio erótico,1987-07,1987,es,article,3718,head_tail_windows,2,"CRIT_01, CRIT_03",chat_packet_155,5,False,False,3,2,AUTH|CRIT,AUTH_02|CRIT_01|CRIT_04,True,contested,criticism|authenticity,2,representations and interpretations of flamenco by travelers/costumbristas,True,True,Truncated article; coding focuses on visible critique of misrepresentation and denaturalization.,11,chat_packet_155_results.json
1987-07-13-left-ellos-los-protagonistas-dicen-pa,candil,Candil,"Ellos, los protagonistas dicen: Paco Toronjo",1987-07,1987,es,article,4392,head_tail_windows,1,COMM_04,chat_packet_156,1,False,False,3,2,AUTH|COMM|CRIT,AUTH_03|COMM_01|CRIT_03,True,mixed,authenticity|tradition|community|criticism,4,fandango de Huelva and its proper performers,True,True,"Truncated article, but the visible interview window contains sufficient evidence for local-origin authority and exclusionary boundary work.",18,chat_packet_156_results.json
1987-07-15-right-algunos-datos-nuevos-para-la-his,candil,Candil,Algunos datos nuevos para la historia del flamenco,1987-07,1987,es,article,3542,head_tail_windows,1,CRIT_01,chat_packet_156,2,False,False,3,2,COMM|CRIT,COMM_04|CRIT_01|CRIT_04,True,contested,criticism|community,2,early flamenco history and the status of early interpreters,False,True,"The excerpt is truncated, but the visible scholarly framing and reproduced review provide clear evaluative and historiographic discourse.",18,chat_packet_156_results.json
1987-07-19-right-aunque-no-quepa-en-el-papel-le-f,candil,Candil,"Aunque no quepa en el papel: «Le Flamenco et les gitans», de Miguel Alcalá, y «Los cafés cantantes de Sevilla», de José Blas Vega",1987-07,1987,es,article,2701,head_tail_windows,1,PED_01,chat_packet_156,3,False,False,3,2,CRIT,CRIT_01|CRIT_03|CRIT_04,True,mixed,criticism|authenticity,2,"flamenco books, canonical artists, and Silverio Franconetti's status",True,True,The article is a review; critical evaluation and canon formation are central in the visible text.,16,chat_packet_156_results.json
1987-07-21-right-iscografia-flamenca,candil,Candil,Discografía Flamenca,1987-07,1987,es,article,3978,head_tail_windows,1,PED_02,chat_packet_156,4,False,False,3,2,CRIT|PED,CRIT_01|CRIT_03|PED_03,True,legitimating,pedagogy|criticism|tradition,3,historical Hispavox flamenco recordings and Jerez repertoire,False,True,The visible excerpt supports pedagogy through recorded media and critical canonization of historical performers.,14,chat_packet_156_results.json
1987-07-22-right-noticiario-flamenco,candil,Candil,Noticiario Flamenco,1987-07,1987,es,article,4084,full,0,,chat_packet_156,5,False,False,4,2,CRIT|PED,CRIT_01|CRIT_03|CRIT_04|PED_03,True,legitimating,criticism|pedagogy,2,Pepe Pinto recordings and institutional flamenco research/education,False,True,Full article; both the discography note and the seminar report contain clear evaluative and pedagogical discourse.,16,chat_packet_156_results.json
1987-07-23-left-ablan-las-pe-as,candil,Candil,Hablan las Peñas,1987-07,1987,es,article,2588,head_tail_windows,1,CRIT_03,chat_packet_157,1,False,False,3,1,AUTH|CRIT,AUTH_02|CRIT_01|CRIT_04,True,mixed,authenticity|criticism,2,critical defense of flamenco essences against degradation and spurious contents,True,True,Truncated article; annotations rely only on the visible contest/premio notice and ending evaluative paragraph.,15,chat_packet_157_results.json
1987-07-24-left-flamenca-placas,candil,Candil,Discografía flamenca (Placas),1987-07,1987,es,article,277,full,0,,chat_packet_157,2,True,False,0,0,,,False,neutral,,0,,False,False,Correction notice about a misprinted guitarist name; no evaluative or authorizing flamenco discourse is present.,15,chat_packet_157_results.json
1987-09-3-right-editorial,candil,Candil,Editorial,1987-09,1987,es,editorial,2910,full,0,,chat_packet_157,3,False,False,3,1,AUTH|CRIT|HERIT,AUTH_01|CRIT_03|HERIT_02,True,contested,authenticity|criticism|heritage,3,overlooked flamenco artists versus officially elevated presumed masters,True,True,"Full visible editorial; coding prioritizes explicit canon, authenticity, and institutional-recognition claims.",12,chat_packet_157_results.json
1987-09-4-right-el-romancero-tradicional-gitano-,candil,Candil,Editorial,1987-09,1987,es,article,2704,head_tail_windows,1,COMM_04,chat_packet_157,4,False,False,4,1,AUTH|CRIT|HERIT|PED,AUTH_02|CRIT_03|HERIT_02|PED_01,True,legitimating,pedagogy|criticism|heritage|authenticity,4,Antonio Mairena as canonical guide and authorized exponent of flamenco romancero,True,True,Truncated article; visible excerpt strongly centers Mairena's authority and official recognition.,12,chat_packet_157_results.json
1987-09-8-left-duende,candil,Candil,Poema: Duende,1987-09,1987,es,article,572,full,0,,chat_packet_157,5,True,False,0,1,,,False,neutral,,0,,False,False,"Poetic treatment of duende; no codable evaluative, pedagogical, heritage, authenticity, or community discourse under the conservative rules.",17,chat_packet_157_results.json
1987-09-8-right-salvador-rueda-y-el-modernismo-a,candil,Candil,Salvador Rueda y el modernismo andaluz,1987-09,1987,es,article,3850,head_tail_windows,1,HERIT_02,chat_packet_158,1,False,False,1,2,CRIT,CRIT_01,True,legitimating,criticism,1,la siguiriya como highly expressive poetic/flamenco-related form,False,False,Most of the excerpt concerns literary modernism; only the explicit evaluative claim about the siguiriya was treated as flamenco-related discourse.,21,chat_packet_158_results.json
1987-09-10-right-flamenco-en-estado-primario,candil,Candil,Una experiencia interesante en Cantillana: Flamenco en estado primario,1987-09,1987,es,article,4307,full,0,,chat_packet_158,2,False,False,3,2,COMM|CRIT,COMM_02|CRIT_01|CRIT_02,True,legitimating,community|criticism,2,local amateur flamenco practice in Cantillana,False,False,,0,chat_packet_158_results.json
1987-09-11-right-cr-nica-del-xxvii-festival-nacio,candil,Candil,Crónica del XXVII Festival Nacional del Cante de las Minas de La Unión,1987-09,1987,es,article,2866,head_tail_windows,1,PED_03,chat_packet_158,3,False,False,2,2,CRIT,CRIT_01|CRIT_04,True,legitimating,criticism,1,scholarly and festival interpretation of cante minero,False,True,,0,chat_packet_158_results.json
1987-09-14-right-el-fandango-de-huelva-y-su-provi,candil,Candil,El Fandango de Huelva y su provincia,1987-09,1987,es,article,3793,head_tail_windows,1,CRIT_01,chat_packet_158,4,False,False,3,2,AUTH|CRIT|PED,AUTH_03|CRIT_04|PED_03,True,contested,authenticity|pedagogy|criticism,3,proper interpretation and study of the Fandangos de Huelva,True,True,,0,chat_packet_158_results.json
1987-09-17-right-benalm-dena-ha-subido-el-list-n,candil,Candil,Crónica de urgencia del XV Congreso: Benalmádena ha subido el listón,1987-09,1987,es,article,3045,head_tail_windows,1,HERIT_03,chat_packet_158,5,False,False,2,2,CRIT,CRIT_01|CRIT_03,True,legitimating,criticism,1,XV Congreso Nacional de Benalmádena,False,False,,0,chat_packet_158_results.json
1987-09-19-right-cantaores-conocidos-compa-eros-y,candil,Candil,"Cantaores conocidos, compañeros y amigos: Pastora Pavón",1987-09,1987,es,article,4765,full,0,,chat_packet_159,1,False,False,3,1,COMM|CRIT,COMM_04|CRIT_02|CRIT_03,True,legitimating,criticism|community,2,Pastora Pavón as a canonical cantaora,False,False,,0,chat_packet_159_results.json
1987-09-20-left-las-soleares-de-juaniqu,candil,Candil,Las soleares de Juaniquí,1987-09,1987,es,article,4897,full,0,,chat_packet_159,2,False,False,3,1,AUTH|HERIT|PED,AUTH_03|HERIT_03|PED_01,True,legitimating,pedagogy|heritage|tradition,3,Antonio Mairena's role in preserving and teaching Juaniquí's soleares,False,True,,0,chat_packet_159_results.json
1987-09-20-right-ablan-las-pe-as,candil,Candil,Hablan las Peñas,1987-09,1987,es,article,4757,full,0,,chat_packet_159,3,True,False,0,2,,,False,neutral,,0,,False,False,Administrative peña notices and contest listings without sufficient evaluative or authority discourse.,12,chat_packet_159_results.json
1987-09-21-right-las-letras-flamencas-de-emilio-b,candil,Candil,Las letras flamencas de Emilio Bustos,1987-09,1987,es,article,576,full,0,,chat_packet_159,4,True,False,0,2,,,False,neutral,,0,,False,False,"Lyric text only; no visible critical, pedagogical, heritage, authenticity, or community-authority discourse.",13,chat_packet_159_results.json
1987-09-22-left-noticiario-flamenco,candil,Candil,Noticiario flamenco,1987-09,1987,es,article,2991,full,0,,chat_packet_159,5,False,False,3,1,CRIT|HERIT,CRIT_01|CRIT_03|HERIT_02,True,legitimating,heritage|criticism,2,"institutionally recognized flamenco artists, works, and cultural actors",False,True,,0,chat_packet_159_results.json
1987-09-22-right-buz-n-flamenco,candil,Candil,Buzón flamenco,1987-09,1987,es,article,4186,full,0,,chat_packet_160,1,False,False,3,2,CRIT|HERIT,CRIT_01|CRIT_04|HERIT_02,True,contested,criticism|heritage,2,"flamenco attribution, reputation, and institutional recognition",False,True,,0,chat_packet_160_results.json
1987-09-23-left-podio,candil,Candil,Podio,1987-09,1987,es,article,2860,full,0,,chat_packet_160,2,False,False,3,1,CRIT,CRIT_01|CRIT_02|CRIT_03,True,legitimating,criticism,1,"peñas, flamenco publications, events, and guitar technique",False,False,,0,chat_packet_160_results.json
1987-09-23-right-la-pe-a-una-entidad-apol-tica,candil,Candil,"La Peña, una entidad apolítica",1987-09,1987,es,article,3534,full,0,,chat_packet_160,3,False,False,3,1,COMM|CRIT,COMM_02|COMM_03|CRIT_04,True,contested,community|criticism,2,the proper communal and apolitical role of Peña Flamenca de Huelva,True,True,,0,chat_packet_160_results.json
1987-09-24-left-flamenca-placas,candil,Candil,Discografía flamenca (Placas),1987-09,1987,es,article,33,full,0,,chat_packet_160,4,True,True,0,0,,,False,unclear,,0,,False,False,The visible text is only a title/name/byline and is too short for reliable discourse coding.,17,chat_packet_160_results.json
1987-11-3-right-editorial,candil,Candil,Editorial,1987-11,1987,es,editorial,4046,full,0,,chat_packet_160,5,False,False,3,2,CRIT,CRIT_01|CRIT_03|CRIT_04,True,contested,criticism,1,"claims about institutional control, editorial independence, and flamenco criticism",False,True,,0,chat_packet_160_results.json
1987-11-4-right-importancia-de-las-letras-en-el-,candil,Candil,Importancia de las letras en el cante flamenco. Ponencia,1987-11,1987,es,article,2985,head_tail_windows,1,HERIT_03,chat_packet_161,1,False,False,3,1,AUTH|HERIT|PED,AUTH_02|HERIT_03|PED_02,True,mixed,authenticity|heritage|pedagogy,3,flamenco letras and their oral-memory transmission,True,False,"Article text is truncated, but the visible excerpt contains sufficient evidence for the emitted codes.",15,chat_packet_161_results.json
1987-11-6-left-poema-para-t-a-anica,candil,Candil,Poema para Tía Anica,1987-11,1987,es,article,1251,full,0,,chat_packet_161,2,False,False,2,2,CRIT,CRIT_01|CRIT_03,True,legitimating,criticism,1,Tía Anica La Piriñaca,False,False,The text is a poem; codes are limited to explicit evaluative and canonizing discourse.,14,chat_packet_161_results.json
1987-11-6-right-el-cante-extreme-o-ponencia,candil,Candil,El cante extremeño. Ponencia,1987-11,1987,es,article,4104,head_tail_windows,1,PED_03,chat_packet_161,3,False,False,3,2,AUTH|COMM|HERIT,AUTH_03|COMM_04|HERIT_03,True,contested,heritage|tradition|community,3,Extremaduran flamenco cantes,True,True,"Article text is truncated, but the visible excerpt clearly presents regional recovery and contested origin claims.",16,chat_packet_161_results.json
1987-11-9-right-la-fundaci-n-andaluza-de-flamenc,candil,Candil,La fundación andaluzas de flamenco,1987-11,1987,es,article,3126,head_tail_windows,1,AUTH_03,chat_packet_161,4,False,False,3,1,AUTH|CRIT|HERIT,AUTH_03|CRIT_03|HERIT_02,True,legitimating,heritage|tradition|criticism,3,the Fundación Andaluza de Flamenco and Jerez as its seat,False,True,"Article text is truncated, but the visible excerpt gives sufficient institutional, traditional, and canonical evidence.",15,chat_packet_161_results.json
1987-11-10-right-madrid-flamenco-corresponsal,candil,Candil,Madrid flamenco CORRESPONSAL,1987-11,1987,es,article,3191,full,0,,chat_packet_161,5,False,False,3,2,CRIT|PED,CRIT_01|CRIT_02|PED_03,True,mixed,criticism|pedagogy,2,"Madrid flamenco events, performers, and afición",False,False,"Full article visible. Codes focus on explicit review judgment, aesthetic criteria, and formation/orientation of the afición.",17,chat_packet_161_results.json
1987-11-11-left-cuando-del-flamenco-se-hace-rito,candil,Candil,Cuando del flamenco se hace rito,1987-11,1987,es,article,2501,full,0,,chat_packet_162,1,False,False,3,2,AUTH|CRIT,AUTH_01|AUTH_04|CRIT_01,True,legitimating,authenticity|criticism,2,the intimate juerga and its performers,False,False,"The article is a review-like account that legitimates the event through intimacy, non-commercial spontaneity, and direct praise.",19,chat_packet_162_results.json
1987-11-11-right-la-familia-fern-ndez-entre-trian,candil,Candil,"Ellos, los protagonistas, dicen. La familia Fernández entre Triana y Lebrija",1987-11,1987,es,article,5146,head_tail_windows,2,"CRIT_02, COMM_03",chat_packet_162,2,False,False,4,2,AUTH|COMM|PED,AUTH_02|AUTH_03|COMM_04|PED_02,True,legitimating,authenticity|tradition|community|pedagogy,4,the Fernández family as a flamenco lineage between Triana and Lebrija,True,False,"Although truncated, the visible excerpt gives strong evidence for purity boundary-work, inherited continuity, lineage, and identity-based authority.",19,chat_packet_162_results.json
1987-11-16-left-plagio-de-rdago,candil,Candil,Plagio de órdago,1987-11,1987,es,article,2803,full,0,,chat_packet_162,3,False,False,2,1,COMM|CRIT,COMM_02|CRIT_01,True,delegitimating,criticism|community,2,Arrebola's authorship and credibility in flamenco writing,False,True,"The target is not a performance but a flamenco-related publication and authorship dispute, which falls under critical evaluation of a publication.",22,chat_packet_162_results.json
1987-11-16-right-copia-parcial-de-una-carta-ya-hi,candil,Candil,Copia parcial de una carta ya histórica,1987-11,1987,es,article,3555,head_tail_windows,1,CRIT_03,chat_packet_162,4,False,False,4,2,AUTH|CRIT|PED,AUTH_01|CRIT_01|CRIT_02|PED_03,True,mixed,authenticity|pedagogy|criticism,3,Levante cantes and their current versus proper transmission,True,True,The visible excerpt is truncated but still contains enough explicit evaluative and authenticity language to code confidently.,17,chat_packet_162_results.json
1987-11-18-right-aunque-no-quepa-en-el-papel-leta,candil,Candil,Aunque no quepa en el papel. Letanías,1987-11,1987,es,article,4100,full,0,,chat_packet_162,5,False,False,4,2,AUTH|CRIT|PED,AUTH_01|CRIT_01|CRIT_02|PED_03,True,legitimating,authenticity|pedagogy|criticism,3,the poemario and the renewal of flamenco letras,False,True,The article is a critical review that also makes a normative claim about the role of letras in cante flamenco.,20,chat_packet_162_results.json
1987-11-19-left-i-encuentro-de-cr-ticos-de-flame,candil,Candil,Primer encuentro de críticos de flamenco,1987-11,1987,es,article,2547,full,0,,chat_packet_163,1,False,False,3,0,CRIT|PED,CRIT_01|CRIT_04|PED_03,True,legitimating,criticism|pedagogy,2,knowledgeable and didactic flamenco criticism,False,True,Codes focus on the explicit institutional definition of criticism and critic authority.,12,chat_packet_163_results.json
1987-11-19-right-loor-a-fosforito,candil,Candil,Loor a Fosforito,1987-11,1987,es,article,3898,full,0,,chat_packet_163,2,False,False,3,1,COMM|CRIT,COMM_02|CRIT_01|CRIT_03,True,legitimating,criticism|community,2,Fosforito,False,False,"The main discourse is praise and canonizing status, with a secondary role for aficionado recognition.",15,chat_packet_163_results.json
1987-11-20-left-cantaores-conocidos-compa-eros-y,candil,Candil,"Cantaores conocidos, compañeros y amigos: Emilio Abadía. Tomás Pavón",1987-11,1987,es,article,3446,head_tail_windows,1,CRIT_01,chat_packet_163,3,False,False,3,1,AUTH|COMM|CRIT,AUTH_03|COMM_03|CRIT_03,True,legitimating,tradition|criticism|community,3,Triana cante figures and intimate cante practice,False,False,"The visible excerpt is truncated, but the available evidence is sufficient for the emitted codes.",15,chat_packet_163_results.json
1987-11-21-right-iscografia-flamenca,candil,Candil,Discografía flamenca,1987-11,1987,es,article,3086,head_tail_windows,1,CRIT_02,chat_packet_163,4,False,False,4,1,AUTH|CRIT,AUTH_02|CRIT_01|CRIT_02|CRIT_03,True,mixed,authenticity|criticism,2,José Mercé and Luis de Córdoba recordings,True,False,"Multiple codes are justified because the review separately evaluates, ranks, defines aesthetic criteria, and polices a stylistic boundary.",18,chat_packet_163_results.json
1987-11-22-right-noticiario-flamenco,candil,Candil,Noticiario flamenco,1987-11,1987,es,news_roundup,3950,full,0,,chat_packet_163,5,False,False,2,2,HERIT|PED,HERIT_02|PED_02,True,neutral,heritage|pedagogy,2,contest awards and performative transmission of cantes,False,False,Most of the article is administrative news; only the institutional award frame and Orozco's explanation of interpretive transmission support codes.,21,chat_packet_163_results.json
1987-11-23-right-ablan-las-pe-as,candil,Candil,Hablan las Peñas,1987-11,1987,es,article,3445,full,0,,chat_packet_164,1,False,False,1,2,PED,PED_03,True,legitimating,pedagogy,1,institutional flamenco research and documentation outside Spain,False,False,Most of the piece is administrative reporting; only the French association's stated research/documentation purpose supports an emitted code.,20,chat_packet_164_results.json
1987-11-24-left-flamenca-placas,candil,Candil,Discografía flamenca (Placas),1987-11,1987,es,article,48,full,0,,chat_packet_164,2,True,True,0,0,,,False,unclear,,0,,False,False,The visible text is only a title/byline and is too short for reliable discourse coding.,16,chat_packet_164_results.json
1988-01-4-right-editorial,candil,Candil,Editorial,1988-01,1988,es,editorial,748,full,0,,chat_packet_164,3,True,False,0,1,,,False,neutral,,0,,False,False,"Catalogue/order-form text only; no relevant evaluative, authorizing, pedagogical, communal, heritage, or critical discourse.",15,chat_packet_164_results.json
1988-01-4-right-cumplimos-diez-a-os,candil,Candil,Cumplimos diez años,1988-01,1988,es,article,2542,full,0,,chat_packet_164,4,False,False,3,3,AUTH|HERIT,AUTH_01|AUTH_03|HERIT_03,True,legitimating,authenticity|tradition|heritage,3,flamenco and CANDIL's role in documenting it,False,False,"The anniversary text uses memory, predecessors, and purity language to legitimize flamenco and the magazine's documentary role.",18,chat_packet_164_results.json
1988-01-5-left-poema-en-puente-genil,candil,Candil,Poema: En Puente Genil,1988-01,1988,es,article,1390,full,0,,chat_packet_164,5,True,False,0,3,,,False,neutral,,0,,False,False,"Poetic evocation of a flamenco gathering, but no clear codeable discourse function under the conservative rules.",16,chat_packet_164_results.json
1988-01-5-right-del-canto-al-cante-xv-congreso-n,candil,Candil,Del canto al cante: XV Congreso Nacional de Actividades Flamencas,1988-01,1988,es,article,3503,head_tail_windows,1,CRIT_04,chat_packet_165,1,False,False,2,1,CRIT,CRIT_01|CRIT_04,True,legitimating,criticism,1,expert historical and flamencological knowledge about cante,False,True,Truncated article; annotation limited to visible historical-method and expert-authority claims.,12,chat_packet_165_results.json
1988-01-11-left-rafael-belmonte-en-el-cante,candil,Candil,Rafael Belmonte en el cante,1988-01,1988,es,article,4279,full,0,,chat_packet_165,2,False,False,3,1,AUTH|CRIT,AUTH_02|AUTH_03|CRIT_03,True,legitimating,authenticity|tradition|criticism,3,Rafael Belmonte and earlier defenders of dignified cante,True,True,,0,chat_packet_165_results.json
1988-01-11-right-cadalso-y-don-preciso-dos-activi,candil,Candil,Cadalso y Don Preciso: Dos actividades neocláricas ante lo popular andaluz,1988-01,1988,es,article,5893,head_tail_windows,2,"CRIT_01, PED_02",chat_packet_165,3,False,False,3,1,AUTH|COMM|CRIT,AUTH_03|COMM_02|CRIT_01,True,contested,tradition|community|criticism,3,popular Andalusian/flamenco art and its authority,True,True,"Truncated article; codes rely only on visible claims about origins, Cadalso's critique, and the people's authority.",18,chat_packet_165_results.json
1988-01-13-right-pepe-marchena,candil,Candil,Pepe Marchena,1988-01,1988,es,article,4336,head_tail_windows,1,COMM_02,chat_packet_165,4,False,False,3,1,COMM|CRIT|PED,COMM_02|CRIT_02|PED_02,True,legitimating,pedagogy|community|criticism,3,Pepe Moreno's formation and legitimacy as a flamenco guitarist,False,False,"The article title says Pepe Marchena, but the visible interview names Pepe Moreno in the ending; target follows the visible interview content.",22,chat_packet_165_results.json
1988-01-15-right-carta-a-mi-amigo-onofre-los-fand,candil,Candil,Carta a mi amigo Onofre: Los fandangos de Huelva,1988-01,1988,es,article,3686,head_tail_windows,1,CRIT_01,chat_packet_165,5,False,False,2,2,CRIT|PED,CRIT_04|PED_01,True,legitimating,pedagogy|criticism,2,knowledge and correction of Huelva fandango forms,False,True,Truncated article; annotation limited to visible corrective and pedagogical claims.,10,chat_packet_165_results.json
1988-01-16-right-las-cabales-de-plata,candil,Candil,Las Cabales de Plata,1988-01,1988,es,article,4169,full,0,,chat_packet_166,1,False,False,3,1,COMM|CRIT,COMM_02|CRIT_03|CRIT_04,True,legitimating,community|criticism,2,"flamenco awards, Paco de Lucía, and the participating afición",False,True,Award discourse and expert adjudication are clearer than heritage framing.,10,chat_packet_166_results.json
1988-01-17-left-aunque-no-quepa-en-el-papel,candil,Candil,Aunque no quepa en el papel,1988-01,1988,es,article,2888,full,0,,chat_packet_166,2,False,False,3,1,AUTH|CRIT,AUTH_03|CRIT_01|CRIT_03,True,legitimating,tradition|criticism,2,Málaga's historical cantaores and their biographical recovery,False,False,The central move is a review that legitimates biography as necessary to flamenco history.,14,chat_packet_166_results.json
1988-01-17-right-el-ballet-pre-flamenco,candil,Candil,El ballet pre-flamenco,1988-01,1988,es,article,3167,head_tail_windows,1,COMM_03,chat_packet_166,3,False,False,3,0,AUTH|CRIT|HERIT,AUTH_03|CRIT_04|HERIT_02,True,legitimating,tradition|heritage|criticism,3,a Roman artifact interpreted as evidence for flamenco-related origins,False,True,"The excerpt is truncated, but the visible beginning and ending provide enough evidence for roots, museum authority, and expert validation.",20,chat_packet_166_results.json
1988-01-18-right-el-romance-en-el-cancionero-infa,candil,Candil,El romance en el cancionero infantil,1988-01,1988,es,article,2806,head_tail_windows,1,HERIT_02,chat_packet_166,4,False,False,2,1,AUTH|HERIT,AUTH_03|HERIT_03,True,legitimating,tradition|heritage,2,children's romance repertoire and its transatlantic continuity,False,False,"Although the article is truncated and not all flamenco connections are visible, the excerpt clearly develops continuity and living-transmission discourse around romance repertoire.",24,chat_packet_166_results.json
1988-01-21-left-discograf-a-flamenca,candil,Candil,Discografía flamenca,1988-01,1988,es,article,4121,full,0,,chat_packet_166,5,False,False,4,1,AUTH|CRIT,AUTH_02|AUTH_03|CRIT_01|CRIT_02,True,legitimating,criticism|authenticity|tradition,3,Rosario López's flamenco villancico recording,True,False,"This is a dense review; four codes are retained because the praise, aesthetic criteria, tradition claim, and purity boundary are distinct.",21,chat_packet_166_results.json
1988-01-21-right-profesionales-de-la-informaci-n-,candil,Candil,Profesionales de la información y crítica flamenca,1988-01,1988,es,article,4224,head_tail_windows,2,"CRIT_03, HERIT_03",chat_packet_167,1,False,False,2,2,CRIT,CRIT_04,True,contested,criticism,1,flamenco criticism and information,False,True,"Article is truncated, but visible text is sufficient for the critical-authority annotation.",13,chat_packet_167_results.json
1988-01-23-left-podio-y-picota,candil,Candil,Podio y Picota,1988-01,1988,es,article,5229,full,0,,chat_packet_167,2,False,False,4,2,COMM|CRIT|HERIT,COMM_04|CRIT_01|CRIT_03|HERIT_02,True,mixed,heritage|criticism|community,3,"official flamenco recognition, exemplary artists, and inclusive cante belonging",True,True,Full article; multiple clearly distinct discourse functions justify four codes.,10,chat_packet_167_results.json
1988-01-23-right-buz-n-y-noticiario-flamenco,candil,Candil,Buzón y noticiario flamenco,1988-01,1988,es,article,3572,head_tail_windows,2,"HERIT_03, PED_03",chat_packet_167,3,False,False,1,3,COMM,COMM_02,True,contested,community,1,federated peña community access rules,True,False,Truncated administrative correspondence; one medium-confidence community-access code is supported by visible text.,14,chat_packet_167_results.json
1988-01-24-right-hablan-los-poetas,candil,Candil,Hablan los poetas,1988-01,1988,es,article,2757,head_tail_windows,1,CRIT_02,chat_packet_167,4,False,False,3,2,AUTH|CRIT,AUTH_02|CRIT_01|CRIT_02,True,mixed,authenticity|criticism,2,festival performances and proper palo identification,True,True,"Article is truncated, but the visible review window contains clear evaluative and authenticity-boundary evidence.",15,chat_packet_167_results.json
1988-01-26-left-discograf-a-flamenca-placas,candil,Candil,Discografía flamenca (Placas),1988-01,1988,es,article,191,full,0,,chat_packet_167,5,True,True,0,0,,,False,neutral,,0,,False,False,Visible text is too short and appears to be a heading/advertisement fragment without evaluative or authorizing discourse.,18,chat_packet_167_results.json
1988-03-4-right-editorial,candil,Candil,Editorial,1988-03,1988,es,editorial,4752,full,0,,chat_packet_168,1,False,False,3,1,AUTH|HERIT,AUTH_02|HERIT_01|HERIT_02,True,mixed,heritage|authenticity,2,institutional protection and ordering of flamenco in Andalucía,True,True,The opening order-form material is not coded.,8,chat_packet_168_results.json
1988-03-5-right-la-religiosidad-en-el-cante-flam,candil,Candil,La religiosidad en el cante flamenco. Ponencia,1988-03,1988,es,article,4242,head_tail_windows,1,COMM_03,chat_packet_168,2,False,False,3,1,AUTH|COMM,AUTH_01|AUTH_03|COMM_04,True,legitimating,authenticity|tradition|community,3,religiosity as a meaningful dimension of flamenco,False,False,Truncated text still contains enough visible evidence for the emitted codes.,11,chat_packet_168_results.json
1988-03-8-right-lo-dijo-don-ram-n-montoya-y-tamb,candil,Candil,Lo dijo Don Ramón Montoya y también lo dije yo,1988-03,1988,es,article,4485,head_tail_windows,1,CRIT_03,chat_packet_168,3,False,False,3,1,COMM|CRIT,COMM_02|CRIT_03|CRIT_04,True,contested,criticism|community,2,knowledgeable correction of flamenco historiography and artist rankings,False,True,The excerpt is truncated but the visible debate and ranking evidence are sufficient.,13,chat_packet_168_results.json
1988-03-10-right-antonio-pi-ana-como-se-a-de-iden,candil,Candil,Antonio Piñana como seña de identidad,1988-03,1988,es,article,4744,full,0,,chat_packet_168,4,False,False,4,1,AUTH|COMM|CRIT,AUTH_02|AUTH_03|COMM_01|CRIT_03,True,mixed,authenticity|tradition|community|criticism,4,Antonio Piñana and the legitimate continuity of cantes de Levante,True,True,"Four codes are used because the article contains distinct boundary, roots, insider, and canonizing claims.",15,chat_packet_168_results.json
1988-03-11-left-letras-flamencas,candil,Candil,Letras flamencas,1988-03,1988,es,article,1542,full,0,,chat_packet_168,5,False,False,1,1,COMM,COMM_02,True,legitimating,community,1,Peña Juan Breva as sustainer of flamenco practice,False,False,"Most lyrics are not coded because they are poetic or descriptive rather than explicit discourse about authority, heritage, pedagogy, community, or criticism.",22,chat_packet_168_results.json
