article_id,periodical,periodical_label,issue_id,year,basis,polarity
1987-03-32-left-de-el-tambien-se-ha-dicho,candil,Candil,1987-03,1987,criticism,legitimating
1987-03-33-left-poemas-a-fosforito,candil,Candil,1987-03,1987,authenticity,legitimating
1987-03-33-left-poemas-a-fosforito,candil,Candil,1987-03,1987,criticism,legitimating
1987-03-33-left-poemas-a-fosforito,candil,Candil,1987-03,1987,heritage,legitimating
1987-03-34-right-los-escritos-de-fosforito,candil,Candil,1987-03,1987,criticism,mixed
1987-03-37-right-por-sus-dichos,candil,Candil,1987-03,1987,authenticity,legitimating
1987-03-37-right-por-sus-dichos,candil,Candil,1987-03,1987,pedagogy,legitimating
1987-03-37-right-por-sus-dichos,candil,Candil,1987-03,1987,heritage,legitimating
1987-03-38-left-homenaje-a-un-cabal-cabalisimo,candil,Candil,1987-03,1987,criticism,legitimating
1987-03-38-left-homenaje-a-un-cabal-cabalisimo,candil,Candil,1987-03,1987,heritage,legitimating
1987-03-38-right-agenda-1987,candil,Candil,1987-03,1987,criticism,contested
1987-03-39-left-medalla-al-erito-en-el-trabajo,candil,Candil,1987-03,1987,heritage,legitimating
1987-03-39-left-medalla-al-erito-en-el-trabajo,candil,Candil,1987-03,1987,criticism,legitimating
1987-03-39-left-medalla-al-erito-en-el-trabajo,candil,Candil,1987-03,1987,pedagogy,legitimating
1987-03-45-left-poemas-dedicados-a-perfecto,candil,Candil,1987-03,1987,criticism,legitimating
1987-03-45-right-letras-flamencas,candil,Candil,1987-03,1987,criticism,legitimating
1987-03-47-right-discograf-a-de-fosforito,candil,Candil,1987-03,1987,criticism,legitimating
1987-05-3-right-editorial,candil,Candil,1987-05,1987,criticism,mixed
1987-05-3-right-editorial,candil,Candil,1987-05,1987,community,mixed
1987-05-4-right-otra-versi-n-de-los-tarantos,candil,Candil,1987-05,1987,criticism,legitimating
1987-05-4-right-otra-versi-n-de-los-tarantos,candil,Candil,1987-05,1987,authenticity,legitimating
1987-05-6-right-cumbre-flamenca-en-madrid,candil,Candil,1987-05,1987,criticism,mixed
1987-05-9-left-carmen-amaya-reina-de-los-gitano,candil,Candil,1987-05,1987,criticism,legitimating
1987-05-9-left-carmen-amaya-reina-de-los-gitano,candil,Candil,1987-05,1987,heritage,legitimating
1987-05-9-right-algo-m-s-sobre-los-gitanos,candil,Candil,1987-05,1987,community,contested
1987-05-9-right-algo-m-s-sobre-los-gitanos,candil,Candil,1987-05,1987,criticism,contested
1987-05-11-right-otra-vez-televisi-n,candil,Candil,1987-05,1987,criticism,delegitimating
1987-05-12-left-aunque-no-quepa-en-el-papel,candil,Candil,1987-05,1987,criticism,legitimating
1987-05-12-left-aunque-no-quepa-en-el-papel,candil,Candil,1987-05,1987,heritage,legitimating
1987-05-12-left-aunque-no-quepa-en-el-papel,candil,Candil,1987-05,1987,tradition,legitimating
1987-05-12-right-ullos-uos-protagonistas-dicen-lo,candil,Candil,1987-05,1987,community,mixed
1987-05-12-right-ullos-uos-protagonistas-dicen-lo,candil,Candil,1987-05,1987,criticism,mixed
1987-05-16-right-pepe-aznalc-llar,candil,Candil,1987-05,1987,criticism,legitimating
1987-05-16-right-pepe-aznalc-llar,candil,Candil,1987-05,1987,authenticity,legitimating
1987-05-17-right-in-memoriam-francisco-valls-tori,candil,Candil,1987-05,1987,criticism,mixed
1987-05-17-right-in-memoriam-francisco-valls-tori,candil,Candil,1987-05,1987,heritage,mixed
1987-05-18-left-buz-n-y-noticiario-flamenco,candil,Candil,1987-05,1987,criticism,contested
1987-05-18-left-buz-n-y-noticiario-flamenco,candil,Candil,1987-05,1987,community,contested
1987-05-19-left-podio,candil,Candil,1987-05,1987,criticism,mixed
1987-05-19-left-podio,candil,Candil,1987-05,1987,community,mixed
1987-05-19-right-ablan-las-pe-as,candil,Candil,1987-05,1987,pedagogy,legitimating
1987-05-19-right-ablan-las-pe-as,candil,Candil,1987-05,1987,criticism,legitimating
1987-05-21-right-gu-a-de-festivales-flamencos,candil,Candil,1987-05,1987,community,legitimating
1987-07-3-right-editorial,candil,Candil,1987-07,1987,heritage,contested
1987-07-3-right-editorial,candil,Candil,1987-07,1987,criticism,contested
1987-07-4-right-danzas-de-ida-y-vuelta,candil,Candil,1987-07,1987,tradition,legitimating
1987-07-4-right-danzas-de-ida-y-vuelta,candil,Candil,1987-07,1987,heritage,legitimating
1987-07-4-right-danzas-de-ida-y-vuelta,candil,Candil,1987-07,1987,pedagogy,legitimating
1987-07-7-right-l-evenement-du-jeudi,candil,Candil,1987-07,1987,criticism,mixed
1987-07-7-right-l-evenement-du-jeudi,candil,Candil,1987-07,1987,community,mixed
1987-07-7-right-l-evenement-du-jeudi,candil,Candil,1987-07,1987,heritage,mixed
1987-07-7-right-l-evenement-du-jeudi,candil,Candil,1987-07,1987,authenticity,mixed
1987-07-9-left-pena-padre,candil,Candil,1987-07,1987,pedagogy,legitimating
1987-07-9-left-pena-padre,candil,Candil,1987-07,1987,criticism,legitimating
1987-07-9-left-pena-padre,candil,Candil,1987-07,1987,tradition,legitimating
1987-07-9-right-adios-andr-s-segovia,candil,Candil,1987-07,1987,criticism,legitimating
1987-07-11-right-pierre-loujys-el-flamenco-como-e,candil,Candil,1987-07,1987,criticism,contested
1987-07-11-right-pierre-loujys-el-flamenco-como-e,candil,Candil,1987-07,1987,authenticity,contested
1987-07-13-left-ellos-los-protagonistas-dicen-pa,candil,Candil,1987-07,1987,authenticity,mixed
1987-07-13-left-ellos-los-protagonistas-dicen-pa,candil,Candil,1987-07,1987,tradition,mixed
1987-07-13-left-ellos-los-protagonistas-dicen-pa,candil,Candil,1987-07,1987,community,mixed
1987-07-13-left-ellos-los-protagonistas-dicen-pa,candil,Candil,1987-07,1987,criticism,mixed
1987-07-15-right-algunos-datos-nuevos-para-la-his,candil,Candil,1987-07,1987,criticism,contested
1987-07-15-right-algunos-datos-nuevos-para-la-his,candil,Candil,1987-07,1987,community,contested
1987-07-19-right-aunque-no-quepa-en-el-papel-le-f,candil,Candil,1987-07,1987,criticism,mixed
1987-07-19-right-aunque-no-quepa-en-el-papel-le-f,candil,Candil,1987-07,1987,authenticity,mixed
1987-07-21-right-iscografia-flamenca,candil,Candil,1987-07,1987,pedagogy,legitimating
1987-07-21-right-iscografia-flamenca,candil,Candil,1987-07,1987,criticism,legitimating
1987-07-21-right-iscografia-flamenca,candil,Candil,1987-07,1987,tradition,legitimating
1987-07-22-right-noticiario-flamenco,candil,Candil,1987-07,1987,criticism,legitimating
1987-07-22-right-noticiario-flamenco,candil,Candil,1987-07,1987,pedagogy,legitimating
1987-07-23-left-ablan-las-pe-as,candil,Candil,1987-07,1987,authenticity,mixed
1987-07-23-left-ablan-las-pe-as,candil,Candil,1987-07,1987,criticism,mixed
1987-09-3-right-editorial,candil,Candil,1987-09,1987,authenticity,contested
1987-09-3-right-editorial,candil,Candil,1987-09,1987,criticism,contested
1987-09-3-right-editorial,candil,Candil,1987-09,1987,heritage,contested
1987-09-4-right-el-romancero-tradicional-gitano-,candil,Candil,1987-09,1987,pedagogy,legitimating
1987-09-4-right-el-romancero-tradicional-gitano-,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-4-right-el-romancero-tradicional-gitano-,candil,Candil,1987-09,1987,heritage,legitimating
1987-09-4-right-el-romancero-tradicional-gitano-,candil,Candil,1987-09,1987,authenticity,legitimating
1987-09-8-right-salvador-rueda-y-el-modernismo-a,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-10-right-flamenco-en-estado-primario,candil,Candil,1987-09,1987,community,legitimating
1987-09-10-right-flamenco-en-estado-primario,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-11-right-cr-nica-del-xxvii-festival-nacio,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-14-right-el-fandango-de-huelva-y-su-provi,candil,Candil,1987-09,1987,authenticity,contested
1987-09-14-right-el-fandango-de-huelva-y-su-provi,candil,Candil,1987-09,1987,pedagogy,contested
1987-09-14-right-el-fandango-de-huelva-y-su-provi,candil,Candil,1987-09,1987,criticism,contested
1987-09-17-right-benalm-dena-ha-subido-el-list-n,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-19-right-cantaores-conocidos-compa-eros-y,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-19-right-cantaores-conocidos-compa-eros-y,candil,Candil,1987-09,1987,community,legitimating
1987-09-20-left-las-soleares-de-juaniqu,candil,Candil,1987-09,1987,pedagogy,legitimating
1987-09-20-left-las-soleares-de-juaniqu,candil,Candil,1987-09,1987,heritage,legitimating
1987-09-20-left-las-soleares-de-juaniqu,candil,Candil,1987-09,1987,tradition,legitimating
1987-09-22-left-noticiario-flamenco,candil,Candil,1987-09,1987,heritage,legitimating
1987-09-22-left-noticiario-flamenco,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-22-right-buz-n-flamenco,candil,Candil,1987-09,1987,criticism,contested
1987-09-22-right-buz-n-flamenco,candil,Candil,1987-09,1987,heritage,contested
1987-09-23-left-podio,candil,Candil,1987-09,1987,criticism,legitimating
1987-09-23-right-la-pe-a-una-entidad-apol-tica,candil,Candil,1987-09,1987,community,contested
1987-09-23-right-la-pe-a-una-entidad-apol-tica,candil,Candil,1987-09,1987,criticism,contested
1987-11-3-right-editorial,candil,Candil,1987-11,1987,criticism,contested
1987-11-4-right-importancia-de-las-letras-en-el-,candil,Candil,1987-11,1987,authenticity,mixed
1987-11-4-right-importancia-de-las-letras-en-el-,candil,Candil,1987-11,1987,heritage,mixed
1987-11-4-right-importancia-de-las-letras-en-el-,candil,Candil,1987-11,1987,pedagogy,mixed
1987-11-6-left-poema-para-t-a-anica,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-6-right-el-cante-extreme-o-ponencia,candil,Candil,1987-11,1987,heritage,contested
1987-11-6-right-el-cante-extreme-o-ponencia,candil,Candil,1987-11,1987,tradition,contested
1987-11-6-right-el-cante-extreme-o-ponencia,candil,Candil,1987-11,1987,community,contested
1987-11-9-right-la-fundaci-n-andaluza-de-flamenc,candil,Candil,1987-11,1987,heritage,legitimating
1987-11-9-right-la-fundaci-n-andaluza-de-flamenc,candil,Candil,1987-11,1987,tradition,legitimating
1987-11-9-right-la-fundaci-n-andaluza-de-flamenc,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-10-right-madrid-flamenco-corresponsal,candil,Candil,1987-11,1987,criticism,mixed
1987-11-10-right-madrid-flamenco-corresponsal,candil,Candil,1987-11,1987,pedagogy,mixed
1987-11-11-left-cuando-del-flamenco-se-hace-rito,candil,Candil,1987-11,1987,authenticity,legitimating
1987-11-11-left-cuando-del-flamenco-se-hace-rito,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-11-right-la-familia-fern-ndez-entre-trian,candil,Candil,1987-11,1987,authenticity,legitimating
1987-11-11-right-la-familia-fern-ndez-entre-trian,candil,Candil,1987-11,1987,tradition,legitimating
1987-11-11-right-la-familia-fern-ndez-entre-trian,candil,Candil,1987-11,1987,community,legitimating
1987-11-11-right-la-familia-fern-ndez-entre-trian,candil,Candil,1987-11,1987,pedagogy,legitimating
1987-11-16-left-plagio-de-rdago,candil,Candil,1987-11,1987,criticism,delegitimating
1987-11-16-left-plagio-de-rdago,candil,Candil,1987-11,1987,community,delegitimating
1987-11-16-right-copia-parcial-de-una-carta-ya-hi,candil,Candil,1987-11,1987,authenticity,mixed
1987-11-16-right-copia-parcial-de-una-carta-ya-hi,candil,Candil,1987-11,1987,pedagogy,mixed
1987-11-16-right-copia-parcial-de-una-carta-ya-hi,candil,Candil,1987-11,1987,criticism,mixed
1987-11-18-right-aunque-no-quepa-en-el-papel-leta,candil,Candil,1987-11,1987,authenticity,legitimating
1987-11-18-right-aunque-no-quepa-en-el-papel-leta,candil,Candil,1987-11,1987,pedagogy,legitimating
1987-11-18-right-aunque-no-quepa-en-el-papel-leta,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-19-left-i-encuentro-de-cr-ticos-de-flame,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-19-left-i-encuentro-de-cr-ticos-de-flame,candil,Candil,1987-11,1987,pedagogy,legitimating
1987-11-19-right-loor-a-fosforito,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-19-right-loor-a-fosforito,candil,Candil,1987-11,1987,community,legitimating
1987-11-20-left-cantaores-conocidos-compa-eros-y,candil,Candil,1987-11,1987,tradition,legitimating
1987-11-20-left-cantaores-conocidos-compa-eros-y,candil,Candil,1987-11,1987,criticism,legitimating
1987-11-20-left-cantaores-conocidos-compa-eros-y,candil,Candil,1987-11,1987,community,legitimating
1987-11-21-right-iscografia-flamenca,candil,Candil,1987-11,1987,authenticity,mixed
1987-11-21-right-iscografia-flamenca,candil,Candil,1987-11,1987,criticism,mixed
1987-11-22-right-noticiario-flamenco,candil,Candil,1987-11,1987,heritage,neutral
1987-11-22-right-noticiario-flamenco,candil,Candil,1987-11,1987,pedagogy,neutral
1987-11-23-right-ablan-las-pe-as,candil,Candil,1987-11,1987,pedagogy,legitimating
1988-01-4-right-cumplimos-diez-a-os,candil,Candil,1988-01,1988,authenticity,legitimating
1988-01-4-right-cumplimos-diez-a-os,candil,Candil,1988-01,1988,tradition,legitimating
1988-01-4-right-cumplimos-diez-a-os,candil,Candil,1988-01,1988,heritage,legitimating
1988-01-5-right-del-canto-al-cante-xv-congreso-n,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-11-left-rafael-belmonte-en-el-cante,candil,Candil,1988-01,1988,authenticity,legitimating
1988-01-11-left-rafael-belmonte-en-el-cante,candil,Candil,1988-01,1988,tradition,legitimating
1988-01-11-left-rafael-belmonte-en-el-cante,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-11-right-cadalso-y-don-preciso-dos-activi,candil,Candil,1988-01,1988,tradition,contested
1988-01-11-right-cadalso-y-don-preciso-dos-activi,candil,Candil,1988-01,1988,community,contested
1988-01-11-right-cadalso-y-don-preciso-dos-activi,candil,Candil,1988-01,1988,criticism,contested
1988-01-13-right-pepe-marchena,candil,Candil,1988-01,1988,pedagogy,legitimating
1988-01-13-right-pepe-marchena,candil,Candil,1988-01,1988,community,legitimating
1988-01-13-right-pepe-marchena,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-15-right-carta-a-mi-amigo-onofre-los-fand,candil,Candil,1988-01,1988,pedagogy,legitimating
1988-01-15-right-carta-a-mi-amigo-onofre-los-fand,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-16-right-las-cabales-de-plata,candil,Candil,1988-01,1988,community,legitimating
1988-01-16-right-las-cabales-de-plata,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-17-left-aunque-no-quepa-en-el-papel,candil,Candil,1988-01,1988,tradition,legitimating
1988-01-17-left-aunque-no-quepa-en-el-papel,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-17-right-el-ballet-pre-flamenco,candil,Candil,1988-01,1988,tradition,legitimating
1988-01-17-right-el-ballet-pre-flamenco,candil,Candil,1988-01,1988,heritage,legitimating
1988-01-17-right-el-ballet-pre-flamenco,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-18-right-el-romance-en-el-cancionero-infa,candil,Candil,1988-01,1988,tradition,legitimating
1988-01-18-right-el-romance-en-el-cancionero-infa,candil,Candil,1988-01,1988,heritage,legitimating
1988-01-21-left-discograf-a-flamenca,candil,Candil,1988-01,1988,criticism,legitimating
1988-01-21-left-discograf-a-flamenca,candil,Candil,1988-01,1988,authenticity,legitimating
1988-01-21-left-discograf-a-flamenca,candil,Candil,1988-01,1988,tradition,legitimating
1988-01-21-right-profesionales-de-la-informaci-n-,candil,Candil,1988-01,1988,criticism,contested
1988-01-23-left-podio-y-picota,candil,Candil,1988-01,1988,heritage,mixed
1988-01-23-left-podio-y-picota,candil,Candil,1988-01,1988,criticism,mixed
1988-01-23-left-podio-y-picota,candil,Candil,1988-01,1988,community,mixed
1988-01-23-right-buz-n-y-noticiario-flamenco,candil,Candil,1988-01,1988,community,contested
1988-01-24-right-hablan-los-poetas,candil,Candil,1988-01,1988,authenticity,mixed
1988-01-24-right-hablan-los-poetas,candil,Candil,1988-01,1988,criticism,mixed
1988-03-4-right-editorial,candil,Candil,1988-03,1988,heritage,mixed
1988-03-4-right-editorial,candil,Candil,1988-03,1988,authenticity,mixed
1988-03-5-right-la-religiosidad-en-el-cante-flam,candil,Candil,1988-03,1988,authenticity,legitimating
1988-03-5-right-la-religiosidad-en-el-cante-flam,candil,Candil,1988-03,1988,tradition,legitimating
1988-03-5-right-la-religiosidad-en-el-cante-flam,candil,Candil,1988-03,1988,community,legitimating
1988-03-8-right-lo-dijo-don-ram-n-montoya-y-tamb,candil,Candil,1988-03,1988,criticism,contested
1988-03-8-right-lo-dijo-don-ram-n-montoya-y-tamb,candil,Candil,1988-03,1988,community,contested
1988-03-10-right-antonio-pi-ana-como-se-a-de-iden,candil,Candil,1988-03,1988,authenticity,mixed
1988-03-10-right-antonio-pi-ana-como-se-a-de-iden,candil,Candil,1988-03,1988,tradition,mixed
1988-03-10-right-antonio-pi-ana-como-se-a-de-iden,candil,Candil,1988-03,1988,community,mixed
1988-03-10-right-antonio-pi-ana-como-se-a-de-iden,candil,Candil,1988-03,1988,criticism,mixed
1988-03-11-left-letras-flamencas,candil,Candil,1988-03,1988,community,legitimating
1988-03-11-right-flamenco-en-valencia,candil,Candil,1988-03,1988,criticism,legitimating
1988-03-11-right-flamenco-en-valencia,candil,Candil,1988-03,1988,authenticity,legitimating
1988-03-11-right-flamenco-en-valencia,candil,Candil,1988-03,1988,tradition,legitimating
1988-03-12-left-la-prosa-de-fosforito,candil,Candil,1988-03,1988,criticism,legitimating
1988-03-12-right-madrid-flamenco,candil,Candil,1988-03,1988,criticism,legitimating
1988-03-12-right-madrid-flamenco,candil,Candil,1988-03,1988,community,legitimating
1988-03-13-right-antonio-el-rociero,candil,Candil,1988-03,1988,pedagogy,mixed
1988-03-13-right-antonio-el-rociero,candil,Candil,1988-03,1988,tradition,mixed
1988-03-13-right-antonio-el-rociero,candil,Candil,1988-03,1988,authenticity,mixed
1988-03-16-left-en-recuerdo-de-navarro,candil,Candil,1988-03,1988,community,legitimating
1988-03-16-left-en-recuerdo-de-navarro,candil,Candil,1988-03,1988,pedagogy,legitimating
1988-03-16-left-en-recuerdo-de-navarro,candil,Candil,1988-03,1988,tradition,legitimating
1988-03-16-right-cuando-el-cantaor-hace-cante-de-,candil,Candil,1988-03,1988,authenticity,legitimating
1988-03-16-right-cuando-el-cantaor-hace-cante-de-,candil,Candil,1988-03,1988,tradition,legitimating
1988-03-16-right-cuando-el-cantaor-hace-cante-de-,candil,Candil,1988-03,1988,pedagogy,legitimating
1988-03-17-right-entrega-del-i-premio-de-periodis,candil,Candil,1988-03,1988,heritage,legitimating
1988-03-17-right-entrega-del-i-premio-de-periodis,candil,Candil,1988-03,1988,criticism,legitimating
1988-03-18-right-yerga-se-defiende,candil,Candil,1988-03,1988,tradition,contested
1988-03-18-right-yerga-se-defiende,candil,Candil,1988-03,1988,heritage,contested
1988-03-18-right-yerga-se-defiende,candil,Candil,1988-03,1988,criticism,contested
1988-03-19-right-discograf-a-flamenca,candil,Candil,1988-03,1988,criticism,legitimating
1988-03-20-right-la-fundaci-n-andaluzas-de-flamen,candil,Candil,1988-03,1988,heritage,legitimating
1988-03-20-right-la-fundaci-n-andaluzas-de-flamen,candil,Candil,1988-03,1988,pedagogy,legitimating
1988-03-20-right-la-fundaci-n-andaluzas-de-flamen,candil,Candil,1988-03,1988,criticism,legitimating
1988-05-3-right-editorial,candil,Candil,1988-05,1988,criticism,mixed
1988-05-3-right-editorial,candil,Candil,1988-05,1988,pedagogy,mixed
1988-05-4-right-la-uni-n-catedral-del-cante-mine,candil,Candil,1988-05,1988,tradition,legitimating
1988-05-4-right-la-uni-n-catedral-del-cante-mine,candil,Candil,1988-05,1988,community,legitimating
1988-05-4-right-la-uni-n-catedral-del-cante-mine,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-7-right-g-nesis-garc-a,candil,Candil,1988-05,1988,pedagogy,legitimating
1988-05-7-right-g-nesis-garc-a,candil,Candil,1988-05,1988,tradition,legitimating
1988-05-7-right-g-nesis-garc-a,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-8-left-el-desgarro-minero-de-encarnaci-,candil,Candil,1988-05,1988,pedagogy,legitimating
1988-05-8-left-el-desgarro-minero-de-encarnaci-,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-8-left-el-desgarro-minero-de-encarnaci-,candil,Candil,1988-05,1988,tradition,legitimating
1988-05-9-left-bases-para-los-distintos-concurs,candil,Candil,1988-05,1988,criticism,mixed
1988-05-9-right-mart-n-el-de-la-paula-en-alcal-d,candil,Candil,1988-05,1988,criticism,contested
1988-05-11-right-del-capote-de-la-independencia-a,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-12-right-aunque-no-quepa-en-el-papel,candil,Candil,1988-05,1988,heritage,legitimating
1988-05-12-right-aunque-no-quepa-en-el-papel,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-17-left-la-universidad-de-c-diz-celebr-s,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-17-left-la-universidad-de-c-diz-celebr-s,candil,Candil,1988-05,1988,pedagogy,legitimating
1988-05-18-left-la-an-cdota,candil,Candil,1988-05,1988,criticism,legitimating
1988-05-18-right-el-flamenco-a-la-escuela,candil,Candil,1988-05,1988,authenticity,mixed
1988-05-18-right-el-flamenco-a-la-escuela,candil,Candil,1988-05,1988,pedagogy,mixed
1988-05-19-right-la-fundaci-n-andaluza-de-flamenc,candil,Candil,1988-05,1988,heritage,legitimating
1988-05-19-right-la-fundaci-n-andaluza-de-flamenc,candil,Candil,1988-05,1988,pedagogy,legitimating
1988-07-3-right-editorial,candil,Candil,1988-07,1988,criticism,contested
1988-07-3-right-editorial,candil,Candil,1988-07,1988,community,contested
1988-07-4-right-el-xxviii-festival-nacional-del-,candil,Candil,1988-07,1988,criticism,mixed
1988-07-7-right-conferencia-internacional-dos-si,candil,Candil,1988-07,1988,criticism,legitimating
1988-07-11-left-viejo-carn-flamenco-aurelio-de-c,candil,Candil,1988-07,1988,criticism,legitimating
1988-07-13-right-ellos-los-protagonistas-dicen-la,candil,Candil,1988-07,1988,pedagogy,legitimating
1988-07-13-right-ellos-los-protagonistas-dicen-la,candil,Candil,1988-07,1988,criticism,legitimating
1988-07-15-right-madrid-flamenco,candil,Candil,1988-07,1988,criticism,mixed
1988-07-17-left-voces-del-futuro,candil,Candil,1988-07,1988,heritage,legitimating
1988-07-17-left-voces-del-futuro,candil,Candil,1988-07,1988,authenticity,legitimating
1988-07-17-right-las-grabaciones-de-manolo-de-hue,candil,Candil,1988-07,1988,authenticity,mixed
1988-07-17-right-las-grabaciones-de-manolo-de-hue,candil,Candil,1988-07,1988,criticism,mixed
1988-07-18-right-carta-abierta-al-amigo-arrebola,candil,Candil,1988-07,1988,criticism,contested
1988-07-18-right-carta-abierta-al-amigo-arrebola,candil,Candil,1988-07,1988,community,contested
1988-07-19-left-discograf-a-flamenca,candil,Candil,1988-07,1988,authenticity,legitimating
1988-07-19-left-discograf-a-flamenca,candil,Candil,1988-07,1988,pedagogy,legitimating
1988-07-19-left-discograf-a-flamenca,candil,Candil,1988-07,1988,criticism,legitimating
1988-07-20-left-hablan-las-pe-as,candil,Candil,1988-07,1988,authenticity,mixed
1988-07-20-left-hablan-las-pe-as,candil,Candil,1988-07,1988,pedagogy,mixed
1988-07-20-left-hablan-las-pe-as,candil,Candil,1988-07,1988,criticism,mixed
1988-07-21-right-buz-n-flamenco,candil,Candil,1988-07,1988,heritage,legitimating
1988-09-3-right-editorial,candil,Candil,1988-09,1988,criticism,contested
1988-09-3-right-xvi-congreso-nacional-de-activid,candil,Candil,1988-09,1988,community,delegitimating
1988-09-3-right-xvi-congreso-nacional-de-activid,candil,Candil,1988-09,1988,criticism,delegitimating
1988-09-8-right-el-flamenco-en-la-pintura,candil,Candil,1988-09,1988,criticism,mixed
1988-09-10-right-temas-flamencos,candil,Candil,1988-09,1988,tradition,contested
1988-09-10-right-temas-flamencos,candil,Candil,1988-09,1988,community,contested
1988-09-10-right-temas-flamencos,candil,Candil,1988-09,1988,criticism,contested
1988-09-11-right-la-historia-se-repite,candil,Candil,1988-09,1988,criticism,contested
1988-09-12-right-ellos-los-protagonistas-dicen,candil,Candil,1988-09,1988,heritage,legitimating
1988-09-12-right-ellos-los-protagonistas-dicen,candil,Candil,1988-09,1988,tradition,legitimating
1988-09-12-right-ellos-los-protagonistas-dicen,candil,Candil,1988-09,1988,pedagogy,legitimating
1988-09-14-right-es-el-camino,candil,Candil,1988-09,1988,pedagogy,mixed
1988-09-14-right-es-el-camino,candil,Candil,1988-09,1988,heritage,mixed
1988-09-14-right-es-el-camino,candil,Candil,1988-09,1988,criticism,mixed
1988-09-15-right-utrera-y-su-comp-s,candil,Candil,1988-09,1988,criticism,legitimating
1988-09-15-right-utrera-y-su-comp-s,candil,Candil,1988-09,1988,pedagogy,legitimating
1988-09-16-right-triana-y-sevilla-en-la-andaluc-a,candil,Candil,1988-09,1988,authenticity,legitimating
1988-09-16-right-triana-y-sevilla-en-la-andaluc-a,candil,Candil,1988-09,1988,tradition,legitimating
1988-09-16-right-triana-y-sevilla-en-la-andaluc-a,candil,Candil,1988-09,1988,community,legitimating
1988-09-18-right-del-alma-de-andaluc-a,candil,Candil,1988-09,1988,criticism,legitimating
1988-09-19-left-tiempo-igual-a-evoluci-n,candil,Candil,1988-09,1988,authenticity,contested
1988-09-19-left-tiempo-igual-a-evoluci-n,candil,Candil,1988-09,1988,tradition,contested
1988-09-19-left-tiempo-igual-a-evoluci-n,candil,Candil,1988-09,1988,criticism,contested
1988-09-19-right-sobre-la-nana,candil,Candil,1988-09,1988,criticism,contested
1988-09-19-right-sobre-la-nana,candil,Candil,1988-09,1988,tradition,contested
1988-09-21-left-voces-del-futuro-juan-de-la-male,candil,Candil,1988-09,1988,authenticity,legitimating
1988-09-21-left-voces-del-futuro-juan-de-la-male,candil,Candil,1988-09,1988,tradition,legitimating
1988-09-21-left-voces-del-futuro-juan-de-la-male,candil,Candil,1988-09,1988,community,legitimating
1988-09-21-left-voces-del-futuro-juan-de-la-male,candil,Candil,1988-09,1988,pedagogy,legitimating
1988-09-22-left-podio-y-picota,candil,Candil,1988-09,1988,heritage,mixed
1988-09-22-left-podio-y-picota,candil,Candil,1988-09,1988,criticism,mixed
1988-09-22-left-podio-y-picota,candil,Candil,1988-09,1988,authenticity,mixed
1988-09-23-left-hablan-las-pe-as,candil,Candil,1988-09,1988,criticism,delegitimating
1988-09-23-right-noticiario-flamenco,candil,Candil,1988-09,1988,criticism,legitimating
1988-11-4-left-a-juan-breva-una-voz-con-seis-cu,candil,Candil,1988-11,1988,criticism,legitimating
1988-11-4-right-el-flamenco-en-la-prensa,candil,Candil,1988-11,1988,pedagogy,legitimating
1988-11-4-right-el-flamenco-en-la-prensa,candil,Candil,1988-11,1988,criticism,legitimating
1988-11-4-right-el-flamenco-en-la-prensa,candil,Candil,1988-11,1988,heritage,legitimating
1988-11-7-left-el-flamenco-entendimiento-o-sent,candil,Candil,1988-11,1988,criticism,legitimating
1988-11-9-right-exposici-n-de-antonio-povedano,candil,Candil,1988-11,1988,authenticity,legitimating
1988-11-9-right-exposici-n-de-antonio-povedano,candil,Candil,1988-11,1988,criticism,legitimating
1988-11-10-right-un-apunte-m-s-para-la-peque-a-hi,candil,Candil,1988-11,1988,authenticity,mixed
1988-11-10-right-un-apunte-m-s-para-la-peque-a-hi,candil,Candil,1988-11,1988,heritage,mixed
1988-11-10-right-un-apunte-m-s-para-la-peque-a-hi,candil,Candil,1988-11,1988,criticism,mixed
